;xmin;ymin;xmax;ymax;detection_score;file_name;section_id
46;2927.0;7035.0;3053.0;7267.0;0.9832504590352377;100_D.jpg;100_D.jpg@2927.0-3053.0-7035.0-7267.0
47;2569.0;7068.0;2688.0;7207.0;0.9832430680592855;100_D.jpg;100_D.jpg@2569.0-2688.0-7068.0-7207.0
48;2140.0;2378.0;2367.0;2548.0;0.9829463958740234;100_D.jpg;100_D.jpg@2140.0-2367.0-2378.0-2548.0
49;3262.0;7357.0;3408.0;7486.0;0.9827311833699545;100_D.jpg;100_D.jpg@3262.0-3408.0-7357.0-7486.0
50;2420.0;7258.0;2551.0;7405.0;0.9826209545135498;100_D.jpg;100_D.jpg@2420.0-2551.0-7258.0-7405.0
51;776.0;1826.0;929.0;2073.0;0.9822150071461996;100_D.jpg;100_D.jpg@776.0-929.0-1826.0-2073.0
52;2344.0;5981.0;2934.0;6278.0;0.9818297227223715;100_D.jpg;100_D.jpg@2344.0-2934.0-5981.0-6278.0
53;3014.0;7492.0;3156.0;7671.0;0.9818018277486166;100_D.jpg;100_D.jpg@3014.0-3156.0-7492.0-7671.0
54;3211.0;6366.0;3362.0;6522.0;0.9817380905151367;100_D.jpg;100_D.jpg@3211.0-3362.0-6366.0-6522.0
55;2185.0;5938.0;2363.0;6173.0;0.9813403288523356;100_D.jpg;100_D.jpg@2185.0-2363.0-5938.0-6173.0
56;2726.0;4846.0;3054.0;5069.0;0.9809850056966146;100_D.jpg;100_D.jpg@2726.0-3054.0-4846.0-5069.0
57;2319.0;5867.0;2439.0;6024.0;0.9806151390075684;100_D.jpg;100_D.jpg@2319.0-2439.0-5867.0-6024.0
58;2727.0;4688.0;2902.0;4970.0;0.9794960816701254;100_D.jpg;100_D.jpg@2727.0-2902.0-4688.0-4970.0
59;2366.0;3248.0;2549.0;3565.0;0.9794324239095052;100_D.jpg;100_D.jpg@2366.0-2549.0-3248.0-3565.0
60;2404.0;6685.0;2513.0;6795.0;0.9785261154174805;100_D.jpg;100_D.jpg@2404.0-2513.0-6685.0-6795.0
61;2548.0;7295.0;2735.0;7506.0;0.9781384468078613;100_D.jpg;100_D.jpg@2548.0-2735.0-7295.0-7506.0
62;2712.0;7263.0;2872.0;7427.0;0.9780493577321371;100_D.jpg;100_D.jpg@2712.0-2872.0-7263.0-7427.0
63;1047.0;3426.0;1228.0;3610.0;0.9777151743570963;100_D.jpg;100_D.jpg@1047.0-1228.0-3426.0-3610.0
64;2313.0;7063.0;2449.0;7220.0;0.9776089191436768;100_D.jpg;100_D.jpg@2313.0-2449.0-7063.0-7220.0
65;2536.0;7176.0;2657.0;7333.0;0.9766027132670084;100_D.jpg;100_D.jpg@2536.0-2657.0-7176.0-7333.0
66;3233.0;6506.0;3379.0;6682.0;0.97628386815389;100_D.jpg;100_D.jpg@3233.0-3379.0-6506.0-6682.0
67;2033.0;6074.0;2177.0;6267.0;0.9744791984558105;100_D.jpg;100_D.jpg@2033.0-2177.0-6074.0-6267.0
68;1217.0;873.0;1859.0;1562.0;0.9741823673248291;100_D.jpg;100_D.jpg@1217.0-1859.0-873.0-1562.0
69;1892.0;4188.0;2305.0;4411.0;0.9740274747212728;100_D.jpg;100_D.jpg@1892.0-2305.0-4188.0-4411.0
70;3094.0;7296.0;3282.0;7514.0;0.9739405314127604;100_D.jpg;100_D.jpg@3094.0-3282.0-7296.0-7514.0
71;2833.0;7614.0;2949.0;7817.0;0.9730221430460612;100_D.jpg;100_D.jpg@2833.0-2949.0-7614.0-7817.0
72;3035.0;7131.0;3156.0;7291.0;0.9728848139444987;100_D.jpg;100_D.jpg@3035.0-3156.0-7131.0-7291.0
73;698.0;925.0;927.0;1411.0;0.9721176624298096;100_D.jpg;100_D.jpg@698.0-927.0-925.0-1411.0
74;1608.0;2046.0;1747.0;2335.0;0.9719184239705404;100_D.jpg;100_D.jpg@1608.0-1747.0-2046.0-2335.0
75;2190.0;7406.0;2337.0;7661.0;0.9708743890126547;100_D.jpg;100_D.jpg@2190.0-2337.0-7406.0-7661.0
76;1765.0;6511.0;2046.0;6711.0;0.9704769452412924;100_D.jpg;100_D.jpg@1765.0-2046.0-6511.0-6711.0
77;629.0;2452.0;739.0;2742.0;0.9703985055287679;100_D.jpg;100_D.jpg@629.0-739.0-2452.0-2742.0
78;2856.0;6678.0;2968.0;6918.0;0.9698900381724039;100_D.jpg;100_D.jpg@2856.0-2968.0-6678.0-6918.0
79;2884.0;7523.0;3015.0;7652.0;0.9697495301564535;100_D.jpg;100_D.jpg@2884.0-3015.0-7523.0-7652.0
80;1350.0;1255.0;1764.0;2067.0;0.9696099758148193;100_D.jpg;100_D.jpg@1350.0-1764.0-1255.0-2067.0
81;809.0;2072.0;1102.0;2295.0;0.9679040908813477;100_D.jpg;100_D.jpg@809.0-1102.0-2072.0-2295.0
82;2301.0;7241.0;2435.0;7437.0;0.9675991535186768;100_D.jpg;100_D.jpg@2301.0-2435.0-7241.0-7437.0
83;2940.0;6882.0;3281.0;7295.0;0.9665929476420084;100_D.jpg;100_D.jpg@2940.0-3281.0-6882.0-7295.0
84;1927.0;6949.0;2099.0;7108.0;0.9665502707163492;100_D.jpg;100_D.jpg@1927.0-2099.0-6949.0-7108.0
85;1865.0;4529.0;2338.0;4796.0;0.9645504951477051;100_D.jpg;100_D.jpg@1865.0-2338.0-4529.0-4796.0
86;2205.0;6423.0;2343.0;6635.0;0.9643757343292236;100_D.jpg;100_D.jpg@2205.0-2343.0-6423.0-6635.0
87;2095.0;6343.0;2242.0;6519.0;0.9640351931254069;100_D.jpg;100_D.jpg@2095.0-2242.0-6343.0-6519.0
88;2267.0;4855.0;2416.0;5087.0;0.960052490234375;100_D.jpg;100_D.jpg@2267.0-2416.0-4855.0-5087.0
89;1855.0;6689.0;2007.0;6853.0;0.9591814676920573;100_D.jpg;100_D.jpg@1855.0-2007.0-6689.0-6853.0
90;3096.0;6687.0;3304.0;6847.0;0.9576643308003744;100_D.jpg;100_D.jpg@3096.0-3304.0-6687.0-6847.0
91;2957.0;6781.0;3067.0;6890.0;0.9565424124399821;100_D.jpg;100_D.jpg@2957.0-3067.0-6781.0-6890.0
92;3231.0;7221.0;3386.0;7377.0;0.9552043279012045;100_D.jpg;100_D.jpg@3231.0-3386.0-7221.0-7377.0
93;2654.0;7349.0;3143.0;7898.0;0.9538466930389404;100_D.jpg;100_D.jpg@2654.0-3143.0-7349.0-7898.0
94;2035.0;6887.0;2220.0;7047.0;0.9532411893208822;100_D.jpg;100_D.jpg@2035.0-2220.0-6887.0-7047.0
95;1618.0;3878.0;1737.0;4018.0;0.9474258422851562;100_D.jpg;100_D.jpg@1618.0-1737.0-3878.0-4018.0
96;1767.0;6079.0;2073.0;6216.0;0.9455647468566895;100_D.jpg;100_D.jpg@1767.0-2073.0-6079.0-6216.0
97;1779.0;6957.0;1996.0;7379.0;0.9446045557657877;100_D.jpg;100_D.jpg@1779.0-1996.0-6957.0-7379.0
98;1940.0;3047.0;2286.0;3454.0;0.9393469492594401;100_D.jpg;100_D.jpg@1940.0-2286.0-3047.0-3454.0
99;615.0;2988.0;728.0;3161.0;0.9388283888498942;100_D.jpg;100_D.jpg@615.0-728.0-2988.0-3161.0
100;2737.0;7114.0;2970.0;7329.0;0.9312496185302734;100_D.jpg;100_D.jpg@2737.0-2970.0-7114.0-7329.0
101;506.0;3094.0;666.0;3492.0;0.9305663108825684;100_D.jpg;100_D.jpg@506.0-666.0-3094.0-3492.0
102;2559.0;5050.0;2709.0;5363.0;0.9268772602081299;100_D.jpg;100_D.jpg@2559.0-2709.0-5050.0-5363.0
103;2056.0;7222.0;2186.0;7454.0;0.9197826385498047;100_D.jpg;100_D.jpg@2056.0-2186.0-7222.0-7454.0
104;1958.0;4775.0;2346.0;4969.0;0.9190584023793539;100_D.jpg;100_D.jpg@1958.0-2346.0-4775.0-4969.0
105;2282.0;6237.0;2543.0;6594.0;0.9178743362426758;100_D.jpg;100_D.jpg@2282.0-2543.0-6237.0-6594.0
106;2159.0;7193.0;2310.0;7442.0;0.9177693525950114;100_D.jpg;100_D.jpg@2159.0-2310.0-7193.0-7442.0
107;1705.0;6765.0;2003.0;6977.0;0.9142961502075195;100_D.jpg;100_D.jpg@1705.0-2003.0-6765.0-6977.0
108;1573.0;4582.0;1851.0;4900.0;0.9140154520670573;100_D.jpg;100_D.jpg@1573.0-1851.0-4582.0-4900.0
109;1951.0;5922.0;2332.0;6370.0;0.9069000879923502;100_D.jpg;100_D.jpg@1951.0-2332.0-5922.0-6370.0
110;2000.0;6511.0;2341.0;7307.0;0.9034640789031982;100_D.jpg;100_D.jpg@2000.0-2341.0-6511.0-7307.0
111;2535.0;6130.0;2683.0;6315.0;0.9015930493672689;100_D.jpg;100_D.jpg@2535.0-2683.0-6130.0-6315.0
112;827.0;1512.0;1058.0;1913.0;0.9005862871805826;100_D.jpg;100_D.jpg@827.0-1058.0-1512.0-1913.0
113;2499.0;6718.0;2577.0;6810.0;0.8955136934916178;100_D.jpg;100_D.jpg@2499.0-2577.0-6718.0-6810.0
114;2185.0;6578.0;2385.0;6774.0;0.8863758246103922;100_D.jpg;100_D.jpg@2185.0-2385.0-6578.0-6774.0
115;2678.0;6752.0;2867.0;6941.0;0.8833921750386556;100_D.jpg;100_D.jpg@2678.0-2867.0-6752.0-6941.0
116;2161.0;3444.0;2740.0;4355.0;0.876073439915975;100_D.jpg;100_D.jpg@2161.0-2740.0-3444.0-4355.0
117;3094.0;6809.0;3347.0;7207.0;0.8756356239318848;100_D.jpg;100_D.jpg@3094.0-3347.0-6809.0-7207.0
118;742.0;2318.0;989.0;2573.0;0.8708259264628092;100_D.jpg;100_D.jpg@742.0-989.0-2318.0-2573.0
119;1852.0;3602.0;2211.0;3986.0;0.8690287272135416;100_D.jpg;100_D.jpg@1852.0-2211.0-3602.0-3986.0
120;2539.0;7446.0;2660.0;7737.0;0.8544509410858154;100_D.jpg;100_D.jpg@2539.0-2660.0-7446.0-7737.0
121;2602.0;6925.0;2831.0;7155.0;0.8517802556355795;100_D.jpg;100_D.jpg@2602.0-2831.0-6925.0-7155.0
122;2664.0;3089.0;2782.0;3275.0;0.8458313147226969;100_D.jpg;100_D.jpg@2664.0-2782.0-3089.0-3275.0
123;2389.0;4101.0;2577.0;4341.0;0.8408873875935873;100_D.jpg;100_D.jpg@2389.0-2577.0-4101.0-4341.0
124;1451.0;2679.0;1614.0;2842.0;0.8298564751942953;100_D.jpg;100_D.jpg@1451.0-1614.0-2679.0-2842.0
125;1327.0;3819.0;1665.0;4268.0;0.8277710278828939;100_D.jpg;100_D.jpg@1327.0-1665.0-3819.0-4268.0
126;715.0;2787.0;1339.0;3152.0;0.8208734194437662;100_D.jpg;100_D.jpg@715.0-1339.0-2787.0-3152.0
127;615.0;1995.0;759.0;2341.0;0.820728063583374;100_D.jpg;100_D.jpg@615.0-759.0-1995.0-2341.0
128;1918.0;7044.0;2213.0;7678.0;0.81489364306132;100_D.jpg;100_D.jpg@1918.0-2213.0-7044.0-7678.0
129;1946.0;4973.0;2195.0;5229.0;0.8140846888224283;100_D.jpg;100_D.jpg@1946.0-2195.0-4973.0-5229.0
130;483.0;1674.0;655.0;2231.0;0.806480884552002;100_D.jpg;100_D.jpg@483.0-655.0-1674.0-2231.0
131;2572.0;7543.0;2726.0;7903.0;0.7949281533559164;100_D.jpg;100_D.jpg@2572.0-2726.0-7543.0-7903.0
132;2342.0;4372.0;2642.0;4756.0;0.7774091561635336;100_D.jpg;100_D.jpg@2342.0-2642.0-4372.0-4756.0
133;2294.0;6957.0;2461.0;7066.0;0.7678881486256918;100_D.jpg;100_D.jpg@2294.0-2461.0-6957.0-7066.0
134;1536.0;4247.0;1726.0;4412.0;0.7644888559977213;100_D.jpg;100_D.jpg@1536.0-1726.0-4247.0-4412.0
135;2288.0;5084.0;2426.0;5184.0;0.7583378156026205;100_D.jpg;100_D.jpg@2288.0-2426.0-5084.0-5184.0
136;2400.0;6989.0;2507.0;7111.0;0.7517242431640625;100_D.jpg;100_D.jpg@2400.0-2507.0-6989.0-7111.0
137;2935.0;6265.0;3068.0;6416.0;0.7508567969004313;100_D.jpg;100_D.jpg@2935.0-3068.0-6265.0-6416.0
138;663.0;3484.0;888.0;3890.0;0.7223844528198242;100_D.jpg;100_D.jpg@663.0-888.0-3484.0-3890.0
139;2663.0;4569.0;2834.0;4719.0;0.6227521498998007;100_D.jpg;100_D.jpg@2663.0-2834.0-4569.0-4719.0
140;1218.0;4250.0;1497.0;4629.0;0.5673400561014811;100_D.jpg;100_D.jpg@1218.0-1497.0-4250.0-4629.0
141;1468.0;4361.0;1578.0;4443.0;0.5290253162384033;100_D.jpg;100_D.jpg@1468.0-1578.0-4361.0-4443.0
161;3070.0;6531.0;3252.0;6724.0;0.9915091196695963;100_C.jpg;100_C.jpg@3070.0-3252.0-6531.0-6724.0
162;2998.0;3797.0;3185.0;4043.0;0.9879045486450195;100_C.jpg;100_C.jpg@2998.0-3185.0-3797.0-4043.0
163;2758.0;5042.0;2997.0;5280.0;0.9873809814453125;100_C.jpg;100_C.jpg@2758.0-2997.0-5042.0-5280.0
164;3050.0;4076.0;3275.0;4306.0;0.9873505433400472;100_C.jpg;100_C.jpg@3050.0-3275.0-4076.0-4306.0
165;2140.0;2846.0;2730.0;3498.0;0.9869399070739746;100_C.jpg;100_C.jpg@2140.0-2730.0-2846.0-3498.0
166;1847.0;3226.0;2065.0;3496.0;0.9867324829101562;100_C.jpg;100_C.jpg@1847.0-2065.0-3226.0-3496.0
167;3044.0;4299.0;3249.0;4553.0;0.9863239129384359;100_C.jpg;100_C.jpg@3044.0-3249.0-4299.0-4553.0
168;2359.0;7445.0;2523.0;7585.0;0.9852964878082275;100_C.jpg;100_C.jpg@2359.0-2523.0-7445.0-7585.0
169;1676.0;3176.0;1865.0;3447.0;0.985157330830892;100_C.jpg;100_C.jpg@1676.0-1865.0-3176.0-3447.0
170;2343.0;7081.0;2490.0;7253.0;0.9849745432535807;100_C.jpg;100_C.jpg@2343.0-2490.0-7081.0-7253.0
171;1688.0;3909.0;1989.0;4142.0;0.9844099680582682;100_C.jpg;100_C.jpg@1688.0-1989.0-3909.0-4142.0
172;2753.0;4642.0;2927.0;4946.0;0.9841272830963135;100_C.jpg;100_C.jpg@2753.0-2927.0-4642.0-4946.0
173;2001.0;2250.0;2221.0;2434.0;0.984010378519694;100_C.jpg;100_C.jpg@2001.0-2221.0-2250.0-2434.0
174;1892.0;2575.0;2091.0;2846.0;0.983260711034139;100_C.jpg;100_C.jpg@1892.0-2091.0-2575.0-2846.0
175;3048.0;3588.0;3267.0;3778.0;0.9828214645385742;100_C.jpg;100_C.jpg@3048.0-3267.0-3588.0-3778.0
176;2309.0;6798.0;2526.0;7024.0;0.9818502267201742;100_C.jpg;100_C.jpg@2309.0-2526.0-6798.0-7024.0
177;2589.0;2540.0;2962.0;3148.0;0.9806714057922363;100_C.jpg;100_C.jpg@2589.0-2962.0-2540.0-3148.0
178;1975.0;2979.0;2353.0;3474.0;0.9803775151570638;100_C.jpg;100_C.jpg@1975.0-2353.0-2979.0-3474.0
179;2486.0;6238.0;2617.0;6454.0;0.9794134298960367;100_C.jpg;100_C.jpg@2486.0-2617.0-6238.0-6454.0
180;1504.0;3764.0;1718.0;4178.0;0.9789753754933676;100_C.jpg;100_C.jpg@1504.0-1718.0-3764.0-4178.0
181;2424.0;4111.0;2617.0;4361.0;0.9788124561309814;100_C.jpg;100_C.jpg@2424.0-2617.0-4111.0-4361.0
182;1139.0;1390.0;1361.0;1762.0;0.978788693745931;100_C.jpg;100_C.jpg@1139.0-1361.0-1390.0-1762.0
183;2160.0;2360.0;2396.0;2567.0;0.9787761370340983;100_C.jpg;100_C.jpg@2160.0-2396.0-2360.0-2567.0
184;2479.0;7055.0;2602.0;7237.0;0.9774357477823893;100_C.jpg;100_C.jpg@2479.0-2602.0-7055.0-7237.0
185;1070.0;3917.0;1275.0;4194.0;0.9772052764892578;100_C.jpg;100_C.jpg@1070.0-1275.0-3917.0-4194.0
186;2819.0;6287.0;2978.0;6598.0;0.9770263830820719;100_C.jpg;100_C.jpg@2819.0-2978.0-6287.0-6598.0
187;2454.0;5936.0;2592.0;6118.0;0.9769751230875651;100_C.jpg;100_C.jpg@2454.0-2592.0-5936.0-6118.0
188;2314.0;4422.0;2604.0;4778.0;0.9766003290812174;100_C.jpg;100_C.jpg@2314.0-2604.0-4422.0-4778.0
189;2933.0;6303.0;3282.0;6594.0;0.9763743877410889;100_C.jpg;100_C.jpg@2933.0-3282.0-6303.0-6594.0
190;2976.0;6622.0;3138.0;6853.0;0.9754100640614828;100_C.jpg;100_C.jpg@2976.0-3138.0-6622.0-6853.0
191;1082.0;1138.0;1267.0;1418.0;0.9753119150797526;100_C.jpg;100_C.jpg@1082.0-1267.0-1138.0-1418.0
192;2366.0;5870.0;2488.0;6040.0;0.9752832253774008;100_C.jpg;100_C.jpg@2366.0-2488.0-5870.0-6040.0
193;1030.0;3605.0;1498.0;3779.0;0.9750626881917318;100_C.jpg;100_C.jpg@1030.0-1498.0-3605.0-3779.0
194;471.0;1308.0;749.0;1719.0;0.9742477734883627;100_C.jpg;100_C.jpg@471.0-749.0-1308.0-1719.0
195;2470.0;6843.0;2626.0;7003.0;0.9739736715952555;100_C.jpg;100_C.jpg@2470.0-2626.0-6843.0-7003.0
196;2566.0;7200.0;2682.0;7358.0;0.9724712371826172;100_C.jpg;100_C.jpg@2566.0-2682.0-7200.0-7358.0
197;2330.0;7246.0;2463.0;7445.0;0.9724188645680746;100_C.jpg;100_C.jpg@2330.0-2463.0-7246.0-7445.0
198;2447.0;7274.0;2584.0;7421.0;0.9716815948486328;100_C.jpg;100_C.jpg@2447.0-2584.0-7274.0-7421.0
199;1447.0;4586.0;1635.0;4826.0;0.9716056187947592;100_C.jpg;100_C.jpg@1447.0-1635.0-4586.0-4826.0
200;2242.0;5952.0;2419.0;6194.0;0.9704063733418783;100_C.jpg;100_C.jpg@2242.0-2419.0-5952.0-6194.0
201;1176.0;3439.0;1330.0;3606.0;0.9702088038126627;100_C.jpg;100_C.jpg@1176.0-1330.0-3439.0-3606.0
202;1208.0;2138.0;1778.0;2716.0;0.9691979090372721;100_C.jpg;100_C.jpg@1208.0-1778.0-2138.0-2716.0
203;2583.0;3530.0;2774.0;3745.0;0.9690888722737631;100_C.jpg;100_C.jpg@2583.0-2774.0-3530.0-3745.0
204;2847.0;3838.0;3157.0;4838.0;0.9687707424163818;100_C.jpg;100_C.jpg@2847.0-3157.0-3838.0-4838.0
205;2260.0;6430.0;2400.0;6646.0;0.9676920572916666;100_C.jpg;100_C.jpg@2260.0-2400.0-6430.0-6646.0
206;3241.0;7267.0;3362.0;7442.0;0.9670737584431967;100_C.jpg;100_C.jpg@3241.0-3362.0-7267.0-7442.0
207;2672.0;3841.0;2894.0;4695.0;0.9670206705729166;100_C.jpg;100_C.jpg@2672.0-2894.0-3841.0-4695.0
208;2789.0;3237.0;3001.0;3416.0;0.9640057881673177;100_C.jpg;100_C.jpg@2789.0-3001.0-3237.0-3416.0
209;2673.0;3071.0;2837.0;3259.0;0.9636979897816976;100_C.jpg;100_C.jpg@2673.0-2837.0-3071.0-3259.0
210;1979.0;6957.0;2154.0;7128.0;0.963026205698649;100_C.jpg;100_C.jpg@1979.0-2154.0-6957.0-7128.0
211;2717.0;6267.0;2860.0;6471.0;0.9628024895985922;100_C.jpg;100_C.jpg@2717.0-2860.0-6267.0-6471.0
212;1782.0;4365.0;2011.0;4603.0;0.9619587262471517;100_C.jpg;100_C.jpg@1782.0-2011.0-4365.0-4603.0
213;1881.0;3567.0;2216.0;4056.0;0.9609409968058268;100_C.jpg;100_C.jpg@1881.0-2216.0-3567.0-4056.0
214;2252.0;5807.0;2387.0;6000.0;0.9605213006337484;100_C.jpg;100_C.jpg@2252.0-2387.0-5807.0-6000.0
215;2954.0;6281.0;3101.0;6447.0;0.9569879372914633;100_C.jpg;100_C.jpg@2954.0-3101.0-6281.0-6447.0
216;1308.0;1135.0;1525.0;1392.0;0.9561101595560709;100_C.jpg;100_C.jpg@1308.0-1525.0-1135.0-1392.0
217;2936.0;4999.0;3180.0;5407.0;0.9549784660339355;100_C.jpg;100_C.jpg@2936.0-3180.0-4999.0-5407.0
218;1947.0;4758.0;2306.0;4950.0;0.9546392758687338;100_C.jpg;100_C.jpg@1947.0-2306.0-4758.0-4950.0
219;1908.0;6688.0;2056.0;6866.0;0.9527633984883627;100_C.jpg;100_C.jpg@1908.0-2056.0-6688.0-6866.0
220;2591.0;7090.0;2710.0;7235.0;0.9519074757893881;100_C.jpg;100_C.jpg@2591.0-2710.0-7090.0-7235.0
221;1675.0;3869.0;1790.0;4000.0;0.9516086578369141;100_C.jpg;100_C.jpg@1675.0-1790.0-3869.0-4000.0
222;3122.0;6719.0;3318.0;6901.0;0.9515090783437093;100_C.jpg;100_C.jpg@3122.0-3318.0-6719.0-6901.0
223;2337.0;6234.0;2587.0;6629.0;0.9503746032714844;100_C.jpg;100_C.jpg@2337.0-2587.0-6234.0-6629.0
224;1074.0;2363.0;1311.0;2659.0;0.9499759674072266;100_C.jpg;100_C.jpg@1074.0-1311.0-2363.0-2659.0
225;2084.0;6904.0;2271.0;7075.0;0.948848565419515;100_C.jpg;100_C.jpg@2084.0-2271.0-6904.0-7075.0
226;2736.0;6798.0;2907.0;6980.0;0.9485630989074707;100_C.jpg;100_C.jpg@2736.0-2907.0-6798.0-6980.0
227;756.0;914.0;970.0;1375.0;0.94795028368632;100_C.jpg;100_C.jpg@756.0-970.0-914.0-1375.0
